subscription_id,opportunity_id,account,product,sales_agent,start_date,renewal_date,starting_arr,renewal_outcome,renewal_arr
SUB-00204,5QD53WHF,Donquadtech,GTX Plus Basic,Daniell Hammack,2017-03-07,2018-03-07,1020.0,Renewed Flat,1020.0
SUB-00205,79EABK3X,Zoomit,MG Special,Hayden Neloms,2017-03-23,2018-03-23,53.0,Renewed Flat,53.0
SUB-00206,QZ3VV4C1,Sunnamplex,GTXPro,Kary Hendrixson,2017-03-08,2018-03-08,4719.0,Renewed Flat,4719.0
SUB-00207,62AK8UWX,Codehow,GTX Basic,Moses Frase,2017-03-22,2018-03-22,546.0,Churned,0.0
SUB-00208,5QM4ORNT,Domzoom,GTX Plus Basic,Niesha Huffines,2017-03-21,2018-03-21,1212.0,Renewed Flat,1212.0
SUB-00209,N5AZLQZR,Dontechi,GTX Plus Pro,Gladys Colclough,2017-03-14,2018-03-14,5533.0,Expansion,6482.49
SUB-00210,4T295XQL,Finjob,MG Advanced,Kami Bicknell,2017-03-01,2018-03-01,3295.0,Renewed Flat,3295.0
SUB-00211,YFS5KLJJ,Finjob,MG Special,Rosalina Dieter,2017-03-31,2018-03-28,45.0,Renewed Flat,45.0
SUB-00212,S8GLKDB9,Bioplex,MG Special,Violet Mclelland,2017-03-04,2018-03-04,56.0,Renewed Flat,56.0
SUB-00213,01QKN578,Funholding,GTXPro,Darcel Schlecht,2017-03-20,2018-03-20,4247.0,Renewed Flat,4247.0
SUB-00214,M0JKP0HT,Isdom,MG Advanced,Gladys Colclough,2017-03-13,2018-03-13,3440.0,Expansion,3858.86
SUB-00215,ZC3KKSUK,Plexzap,GTXPro,James Ascencio,2017-03-02,2018-03-02,5040.0,Renewed Flat,5040.0
SUB-00216,3X8VLQ5G,Cancity,GTX Basic,Jonathan Berthelot,2017-03-12,2018-03-12,469.0,Contraction,421.55
SUB-00217,EZLXL6GL,Isdom,MG Special,Moses Frase,2017-03-07,2018-03-07,58.0,Renewed Flat,58.0
SUB-00218,R8PEL8V8,Isdom,MG Advanced,Cecily Lampkin,2017-03-16,2018-03-16,2955.0,Renewed Flat,2955.0
SUB-00219,L1R32S8H,Condax,GTX Plus Pro,Corliss Cosme,2017-03-26,2018-03-26,5228.0,Renewed Flat,5228.0
SUB-00220,J7N8J8NM,Toughzap,MG Advanced,Darcel Schlecht,2017-03-14,2018-03-14,3358.0,Churned,0.0
SUB-00221,A051G1B4,Codehow,GTX Basic,Jonathan Berthelot,2017-03-31,2018-03-28,517.0,Churned,0.0
SUB-00222,NMDMM5YJ,Dontechi,GTX Basic,Moses Frase,2017-03-03,2018-03-03,615.0,Churned,0.0
SUB-00223,I93ZFHEM,Condax,MG Special,Versie Hillebrand,2017-03-08,2018-03-08,62.0,Renewed Flat,62.0
SUB-00224,B2VJCVBB,Isdom,GTX Plus Pro,Darcel Schlecht,2017-03-13,2018-03-13,4711.0,Renewed Flat,4711.0
SUB-00225,PC78RLUX,Yearin,GTX Basic,Garret Kinder,2017-03-30,2018-03-28,510.0,Expansion,668.64
SUB-00226,X6GL64T5,Warephase,GTXPro,Gladys Colclough,2017-03-25,2018-03-25,4891.0,Renewed Flat,4891.0
SUB-00227,OWM3BPGW,Green-Plus,GTX Plus Basic,Hayden Neloms,2017-03-17,2018-03-17,926.0,Contraction,737.27
SUB-00228,RP5PS9A5,Betatech,MG Special,Lajuana Vencill,2017-03-10,2018-03-10,56.0,Renewed Flat,56.0
SUB-00229,F2PW7WP2,Ontomedia,MG Special,Violet Mclelland,2017-03-05,2018-03-05,47.0,Expansion,55.92
SUB-00230,U4LRR9E9,Nam-zim,GTX Plus Pro,James Ascencio,2017-03-10,2018-03-10,6490.0,Renewed Flat,6490.0
SUB-00231,9N55D1AH,Treequote,MG Advanced,Niesha Huffines,2017-03-02,2018-03-02,3841.0,Churned,0.0
SUB-00232,WI4PODA2,Faxquote,GTX Plus Pro,Kary Hendrixson,2017-03-15,2018-03-15,5256.0,Renewed Flat,5256.0
SUB-00233,MZAN11FT,Conecom,GTX Basic,Anna Snelling,2017-03-01,2018-03-01,625.0,Renewed Flat,625.0
SUB-00234,8S6TNXYB,Conecom,GTXPro,Darcel Schlecht,2017-03-22,2018-03-22,3952.0,Renewed Flat,3952.0
SUB-00235,MOLGOSGE,Konex,GTX Plus Pro,Kary Hendrixson,2017-03-13,2018-03-13,5515.0,Renewed Flat,5515.0
SUB-00236,FA1VHZSV,Vehement Capital Partners,MG Special,Reed Clapper,2017-03-16,2018-03-16,57.0,Renewed Flat,57.0
SUB-00237,PXQEX039,Konmatfix,MG Special,Versie Hillebrand,2017-03-28,2018-03-28,51.0,Renewed Flat,51.0
SUB-00238,RX56S6G3,Fasehatice,MG Advanced,Vicki Laflamme,2017-03-13,2018-03-13,3803.0,Expansion,4415.58
SUB-00239,G4F8W039,Rundofase,GTX Plus Pro,Anna Snelling,2017-03-27,2018-03-27,5459.0,Renewed Flat,5459.0
SUB-00240,4T31MWVO,Stanredtax,MG Advanced,Anna Snelling,2017-03-23,2018-03-23,4148.0,Renewed Flat,4148.0
SUB-00241,83XN082U,Ganjaflex,GTX Plus Pro,Corliss Cosme,2017-03-23,2018-03-23,5002.0,Renewed Flat,5002.0
SUB-00242,J21W3WIW,Gekko & Co,MG Advanced,Corliss Cosme,2017-03-03,2018-03-03,3351.0,Churned,0.0
SUB-00243,52UPJFYI,Domzoom,GTX Basic,Gladys Colclough,2017-03-19,2018-03-19,571.0,Expansion,643.91
SUB-00244,QOL51JIB,Goodsilron,GTX Basic,James Ascencio,2017-03-10,2018-03-10,601.0,Renewed Flat,601.0
SUB-00245,93AGN8A6,Zoomit,GTX Basic,Markita Hansen,2017-03-13,2018-03-13,576.0,Renewed Flat,576.0
SUB-00246,J7UNJFJL,Funholding,MG Special,Marty Freudenburg,2017-03-03,2018-03-03,52.0,Renewed Flat,52.0
SUB-00247,A4H5ESTU,Fasehatice,GTX Plus Basic,Maureen Marcano,2017-03-13,2018-03-13,1185.0,Expansion,1529.99
SUB-00248,4501T63I,Plexzap,MG Special,Rosalina Dieter,2017-03-14,2018-03-14,56.0,Renewed Flat,56.0
SUB-00249,FPNGEJRC,Opentech,MG Special,Violet Mclelland,2017-03-29,2018-03-28,54.0,Expansion,68.34
SUB-00250,S33WRL0Y,Xx-holding,GTXPro,Zane Levy,2017-03-13,2018-03-13,4818.0,Renewed Flat,4818.0
SUB-00251,Q7IRUJK7,Codehow,GTX Plus Pro,Anna Snelling,2017-03-01,2018-03-01,5087.0,Renewed Flat,5087.0
SUB-00252,DTZPYISJ,Opentech,GTX Plus Basic,Daniell Hammack,2017-03-19,2018-03-19,1116.0,Renewed Flat,1116.0
SUB-00253,Y9HWSG8Z,Gogozoom,GTX Basic,Darcel Schlecht,2017-03-20,2018-03-20,510.0,Churned,0.0
SUB-00254,JOQCXC9Z,Streethex,GTX Basic,Jonathan Berthelot,2017-03-16,2018-03-16,565.0,Churned,0.0
SUB-00255,AP7PCLAZ,Finjob,GTX Basic,Kami Bicknell,2017-03-26,2018-03-26,633.0,Renewed Flat,633.0
SUB-00256,BIE471SO,Xx-zobam,MG Advanced,Reed Clapper,2017-03-29,2018-03-28,3962.0,Expansion,5050.57
SUB-00257,UA8AWDG4,Y-corporation,MG Advanced,Vicki Laflamme,2017-03-22,2018-03-22,3672.0,Renewed Flat,3672.0
SUB-00258,FZDRB789,Goodsilron,GTXPro,Zane Levy,2017-03-18,2018-03-18,4586.0,Renewed Flat,4586.0
SUB-00259,PC1NUL8Q,Hottechi,MG Special,Anna Snelling,2017-03-02,2018-03-02,60.0,Renewed Flat,60.0
SUB-00260,F1X5ZJ7V,Dontechi,GTX Basic,Jonathan Berthelot,2017-05-04,2018-05-04,572.0,Churned,0.0
SUB-00261,IF7MJ88P,Goodsilron,GTX Basic,Kary Hendrixson,2017-03-01,2018-03-01,550.0,Expansion,747.02
SUB-00262,06B7XWPC,Sonron,GTXPro,Kary Hendrixson,2017-03-17,2018-03-17,4125.0,Churned,0.0
SUB-00263,12MQ3WM8,Zumgoity,MG Advanced,Marty Freudenburg,2017-03-10,2018-03-10,3647.0,Renewed Flat,3647.0
SUB-00264,91M6FY8S,Dontechi,GTX Basic,Moses Frase,2017-03-21,2018-03-21,573.0,Renewed Flat,573.0
SUB-00265,0LNZRNEU,Zencorporation,GTX Basic,Violet Mclelland,2017-03-29,2018-03-28,542.0,Renewed Flat,542.0
SUB-00266,NKOKUS7D,Donware,MG Advanced,Cassey Cress,2017-03-12,2018-03-12,3479.0,Expansion,4749.67
SUB-00267,I4UCA7CU,Stanredtax,GTX Plus Basic,Darcel Schlecht,2017-03-21,2018-03-21,1012.0,Renewed Flat,1012.0
SUB-00268,1LI7ETNZ,Doncon,GTX Plus Basic,James Ascencio,2017-03-06,2018-03-06,990.0,Renewed Flat,990.0
SUB-00269,N36DEZBR,Sunnamplex,GTXPro,James Ascencio,2017-03-18,2018-03-18,4374.0,Renewed Flat,4374.0
SUB-00270,IRB461Y7,Xx-holding,GTX Plus Basic,Kary Hendrixson,2017-03-30,2018-03-28,1054.0,Churned,0.0
SUB-00271,NM2Q3CGW,Scotfind,MG Special,Vicki Laflamme,2017-03-15,2018-03-15,55.0,Churned,0.0
SUB-00272,5E14LG51,Iselectrics,GTX Plus Basic,Boris Faz,2017-03-25,2018-03-25,1073.0,Contraction,904.79
SUB-00273,CRX91A45,Faxquote,GTX Basic,Kary Hendrixson,2017-03-16,2018-03-16,586.0,Churned,0.0
SUB-00274,ZOQ8RC86,Treequote,GTXPro,Marty Freudenburg,2017-05-05,2018-05-05,4667.0,Renewed Flat,4667.0
SUB-00275,SV4SOO2K,Hottechi,GTX Plus Basic,Vicki Laflamme,2017-03-28,2018-03-28,880.0,Expansion,1055.7
SUB-00276,ITHR5WLF,Plexzap,MG Advanced,Vicki Laflamme,2017-03-12,2018-03-12,3676.0,Churned,0.0
SUB-00277,HG07LMHI,Treequote,GTXPro,Jonathan Berthelot,2017-03-19,2018-03-19,4716.0,Expansion,6410.08
SUB-00278,2U54WYQ1,Goodsilron,GTXPro,Vicki Laflamme,2017-03-23,2018-03-23,4211.0,Expansion,4969.16
SUB-00279,1G866GH4,Toughzap,MG Special,Darcel Schlecht,2017-03-17,2018-03-17,56.0,Expansion,63.42
SUB-00280,Q5CABPMO,Funholding,MG Special,Gladys Colclough,2017-03-23,2018-03-23,44.0,Churned,0.0
SUB-00281,HHBA93J5,Konex,GTX Basic,Kary Hendrixson,2017-03-27,2018-03-27,532.0,Churned,0.0
SUB-00282,BBC3JB3H,Isdom,GTX Basic,Anna Snelling,2017-03-08,2018-03-08,622.0,Renewed Flat,622.0
SUB-00283,OX4P78HP,Xx-zobam,GTX Plus Basic,Corliss Cosme,2017-03-16,2018-03-16,1257.0,Expansion,1556.28
SUB-00284,72LNJRY9,Lexiqvolax,GTX Plus Basic,Maureen Marcano,2017-03-25,2018-03-25,1135.0,Renewed Flat,1135.0
SUB-00285,L0345WKB,Newex,GTXPro,Zane Levy,2017-03-14,2018-03-14,4313.0,Expansion,5038.79
SUB-00286,S24L8LVR,dambase,GTX Plus Pro,Anna Snelling,2017-03-18,2018-03-18,5210.0,Renewed Flat,5210.0
SUB-00287,JXWXEJXE,Ron-tech,MG Special,Lajuana Vencill,2017-03-27,2018-03-27,47.0,Renewed Flat,47.0
SUB-00288,W2JCRPLX,Konex,MG Advanced,Markita Hansen,2017-03-22,2018-03-22,3220.0,Renewed Flat,3220.0
SUB-00289,1M2I2NXQ,Donware,MG Special,Rosie Papadopoulos,2017-03-26,2018-03-26,47.0,Churned,0.0
SUB-00290,54EGR0AD,Yearin,MG Special,Violet Mclelland,2017-03-25,2018-03-25,63.0,Contraction,43.08
SUB-00291,VT5Y73GX,Betatech,MG Special,Anna Snelling,2017-03-15,2018-03-15,56.0,Renewed Flat,56.0
SUB-00292,8O9V7UOZ,Rundofase,MG Special,Anna Snelling,2017-03-01,2018-03-01,65.0,Renewed Flat,65.0
SUB-00293,GIIC5H9X,Donquadtech,GTX Plus Pro,Boris Faz,2017-03-19,2018-03-19,5743.0,Contraction,4369.65
SUB-00294,9WMU7YHD,Mathtouch,MG Special,Cassey Cress,2017-03-03,2018-03-03,53.0,Churned,0.0
SUB-00295,8BQMFR86,Betasoloin,GTX Plus Pro,Corliss Cosme,2017-03-30,2018-03-28,4974.0,Renewed Flat,4974.0
SUB-00296,DDCC6ZPK,Ontomedia,MG Advanced,Donn Cantrell,2017-03-25,2018-03-25,3892.0,Contraction,2543.7
SUB-00297,YMGWLEHY,Betasoloin,GTXPro,Garret Kinder,2017-03-21,2018-03-21,3822.0,Contraction,2597.58
SUB-00298,FKS9MVF6,Inity,GTX Basic,Jonathan Berthelot,2017-03-02,2018-03-02,504.0,Renewed Flat,504.0
SUB-00299,HF8ABDF6,Xx-holding,MG Advanced,Rosalina Dieter,2017-03-29,2018-03-28,3145.0,Renewed Flat,3145.0
SUB-00300,SIRC44NM,Finjob,GTX Basic,Vicki Laflamme,2017-03-27,2018-03-27,564.0,Expansion,673.47
SUB-00301,7S6SHJJG,Fasehatice,GTX Plus Basic,Zane Levy,2017-03-14,2018-03-14,1117.0,Renewed Flat,1117.0
SUB-00302,ZE84UHHB,Inity,MG Special,Anna Snelling,2017-03-26,2018-03-26,59.0,Renewed Flat,59.0
SUB-00303,2R3ZA84D,Finhigh,MG Special,Darcel Schlecht,2017-03-28,2018-03-28,52.0,Renewed Flat,52.0
SUB-00304,LTTYTAXA,Kan-code,GTXPro,Donn Cantrell,2017-03-24,2018-03-24,4694.0,Renewed Flat,4694.0
SUB-00305,ZWFPD71J,Plusstrip,GTXPro,Kami Bicknell,2017-03-06,2018-03-06,5620.0,Renewed Flat,5620.0
SUB-00306,T5C527Z9,Singletechno,GTX Plus Basic,Kary Hendrixson,2017-03-08,2018-03-08,1095.0,Expansion,1205.06
SUB-00307,AEBF9M5T,Ron-tech,GTX Basic,Lajuana Vencill,2017-03-30,2018-03-28,489.0,Churned,0.0
SUB-00308,EV46ES18,Golddex,GTX Plus Pro,Markita Hansen,2017-03-16,2018-03-16,5908.0,Renewed Flat,5908.0
SUB-00309,ID3IJHUS,Xx-holding,MG Advanced,Markita Hansen,2017-03-11,2018-03-11,3820.0,Expansion,5052.27
SUB-00310,5DEO8EDS,Rantouch,GTX Basic,Vicki Laflamme,2017-03-20,2018-03-20,581.0,Renewed Flat,581.0
SUB-00311,A4BBDK82,Gogozoom,GTX Basic,Jonathan Berthelot,2017-03-28,2018-03-28,585.0,Renewed Flat,585.0
SUB-00312,4XCJP60W,Nam-zim,GTX Basic,Kami Bicknell,2017-05-06,2018-05-06,572.0,Renewed Flat,572.0
SUB-00313,CDKX2A19,Zumgoity,MG Advanced,Lajuana Vencill,2017-03-12,2018-03-12,3669.0,Renewed Flat,3669.0
SUB-00314,344I60EI,Golddex,GTX Plus Basic,Markita Hansen,2017-03-16,2018-03-16,1091.0,Renewed Flat,1091.0
SUB-00315,0IYQX303,Donquadtech,GTXPro,Reed Clapper,2017-03-17,2018-03-17,4905.0,Renewed Flat,4905.0
SUB-00316,6IMUQYMN,Vehement Capital Partners,GTX Basic,Corliss Cosme,2017-03-10,2018-03-10,540.0,Expansion,710.6
SUB-00317,N9GAZ6B6,Zumgoity,MG Special,Gladys Colclough,2017-03-20,2018-03-20,49.0,Renewed Flat,49.0
SUB-00318,8O3IYWSM,Globex Corporation,GTX Basic,Jonathan Berthelot,2017-05-17,2018-05-17,513.0,Renewed Flat,513.0
SUB-00319,R3OR0J5C,Gogozoom,MG Special,Lajuana Vencill,2017-03-30,2018-03-28,54.0,Renewed Flat,54.0
SUB-00320,RXV4UXRE,Yearin,MG Special,Violet Mclelland,2017-03-23,2018-03-23,56.0,Renewed Flat,56.0
SUB-00321,5AKGNKX1,Konmatfix,MG Special,Anna Snelling,2017-03-16,2018-03-16,58.0,Renewed Flat,58.0
SUB-00322,KNLMLTJH,Treequote,MG Special,Anna Snelling,2017-03-27,2018-03-27,58.0,Renewed Flat,58.0
SUB-00323,G9GH5KV5,Nam-zim,GTXPro,Kami Bicknell,2017-03-21,2018-03-21,4453.0,Renewed Flat,4453.0
SUB-00324,K1RXVUG9,Nam-zim,GTX Basic,Kary Hendrixson,2017-03-14,2018-03-14,619.0,Churned,0.0
SUB-00325,1QT3STIA,Xx-holding,GTX Plus Pro,Maureen Marcano,2017-05-14,2018-05-14,5163.0,Renewed Flat,5163.0
SUB-00326,070M5M6X,Green-Plus,GTXPro,Maureen Marcano,2017-03-25,2018-03-25,4071.0,Churned,0.0
SUB-00327,DFTR2O9K,Donquadtech,MG Special,Reed Clapper,2017-05-08,2018-05-08,56.0,Renewed Flat,56.0
SUB-00328,EJSFO67U,Zotware,GTXPro,Donn Cantrell,2017-03-29,2018-03-28,4375.0,Renewed Flat,4375.0
SUB-00329,SKTD4GGU,Golddex,GTX Basic,Kami Bicknell,2017-03-28,2018-03-28,610.0,Renewed Flat,610.0
SUB-00330,561707V4,Xx-holding,GTXPro,Vicki Laflamme,2017-03-17,2018-03-17,4554.0,Renewed Flat,4554.0
SUB-00331,J28ZRO9G,Konex,MG Advanced,Wilburn Farren,2017-05-18,2018-05-18,2880.0,Renewed Flat,2880.0
SUB-00332,AOOFHH6F,Scotfind,MG Special,Markita Hansen,2017-05-18,2018-05-18,60.0,Renewed Flat,60.0
SUB-00333,5U9Y1P87,Condax,GTX Basic,Maureen Marcano,2017-03-21,2018-03-21,688.0,Renewed Flat,688.0
SUB-00334,J0Y91LUA,Goodsilron,GTX Plus Pro,Maureen Marcano,2017-03-22,2018-03-22,6142.0,Renewed Flat,6142.0
SUB-00335,YBRZQFEO,Green-Plus,GTXPro,Maureen Marcano,2017-03-31,2018-03-28,4939.0,Renewed Flat,4939.0
SUB-00336,PHR8KB1Y,Warephase,GTX Plus Pro,Niesha Huffines,2017-05-15,2018-05-15,6270.0,Renewed Flat,6270.0
SUB-00337,TBZMXKH4,Acme Corporation,MG Advanced,Wilburn Farren,2017-03-29,2018-03-28,3833.0,Renewed Flat,3833.0
SUB-00338,6389JY2H,Hottechi,MG Special,Moses Frase,2017-06-02,2018-06-02,57.0,Renewed Flat,57.0
SUB-00339,SZ81H1PM,Cancity,MG Special,Versie Hillebrand,2017-03-17,2018-03-17,47.0,Churned,0.0
SUB-00340,N9C0OCYY,Inity,MG Special,Gladys Colclough,2017-05-04,2018-05-04,57.0,Expansion,65.6
SUB-00341,R7XZAIWS,Genco Pura Olive Oil Company,MG Advanced,Jonathan Berthelot,2017-03-14,2018-03-14,3257.0,Renewed Flat,3257.0
SUB-00342,FFO5WOHT,Sunnamplex,GTX Basic,Kami Bicknell,2017-05-08,2018-05-08,511.0,Renewed Flat,511.0
SUB-00343,XHHJ48MJ,Y-corporation,GTX Basic,Kami Bicknell,2017-03-14,2018-03-14,607.0,Renewed Flat,607.0
SUB-00344,YAR5GGA4,Cheers,GTX Plus Pro,Markita Hansen,2017-03-29,2018-03-28,5120.0,Renewed Flat,5120.0
SUB-00345,NOVPMLOV,Hottechi,GTX Plus Basic,Niesha Huffines,2017-03-23,2018-03-23,1343.0,Expansion,1779.93
SUB-00346,UPHN2I1Q,Rundofase,MG Special,Niesha Huffines,2017-05-14,2018-05-14,55.0,Renewed Flat,55.0
SUB-00347,NN9R2Y4W,Faxquote,MG Special,Vicki Laflamme,2017-03-30,2018-03-28,49.0,Renewed Flat,49.0
SUB-00348,A6Y1V5Z0,Zotware,GTXPro,Garret Kinder,2017-06-04,2018-06-04,4426.0,Renewed Flat,4426.0
SUB-00349,NU8LWEWU,Groovestreet,GTX Plus Pro,James Ascencio,2017-05-03,2018-05-03,5264.0,Renewed Flat,5264.0
SUB-00350,904203D6,Dontechi,MG Special,Moses Frase,2017-03-29,2018-03-28,59.0,Renewed Flat,59.0
SUB-00351,Z0TSV030,Opentech,GTX Basic,Garret Kinder,2017-03-30,2018-03-28,617.0,Renewed Flat,617.0
SUB-00352,8C4QM1X6,Codehow,GTX Basic,Gladys Colclough,2017-06-04,2018-06-04,565.0,Expansion,633.84
SUB-00353,NOPI41RP,Sonron,GTX Basic,James Ascencio,2017-03-01,2018-03-01,511.0,Renewed Flat,511.0
SUB-00354,AC5YXLIR,Faxquote,MG Special,Kary Hendrixson,2017-03-30,2018-03-28,60.0,Renewed Flat,60.0
SUB-00355,HSGJKH6U,Plexzap,MG Advanced,Kary Hendrixson,2017-03-29,2018-03-28,3407.0,Renewed Flat,3407.0
SUB-00356,4TZF9N1D,Xx-holding,MG Advanced,Kary Hendrixson,2017-03-28,2018-03-28,3273.0,Renewed Flat,3273.0
SUB-00357,IMTPZV7J,Gogozoom,MG Advanced,Moses Frase,2017-05-01,2018-05-01,3363.0,Renewed Flat,3363.0
SUB-00358,6NXY7144,Xx-holding,GTX Basic,Vicki Laflamme,2017-03-31,2018-03-28,365.0,Renewed Flat,365.0
SUB-00359,KBKHKULU,Lexiqvolax,GTX Plus Pro,Zane Levy,2017-03-18,2018-03-18,4869.0,Renewed Flat,4869.0
SUB-00360,INMJIFTF,Ontomedia,GTX Basic,Corliss Cosme,2017-06-06,2018-06-06,599.0,Renewed Flat,599.0
SUB-00361,FUVQ5UKB,Konex,MG Advanced,Daniell Hammack,2017-05-20,2018-05-20,3194.0,Expansion,4251.26
SUB-00362,O462ARMZ,Condax,GTX Plus Pro,Garret Kinder,2017-06-05,2018-06-05,5429.0,Renewed Flat,5429.0
SUB-00363,6DCKCXDC,Hottechi,GTXPro,Jonathan Berthelot,2017-05-05,2018-05-05,5008.0,Renewed Flat,5008.0
SUB-00364,QVF0JRM5,Domzoom,MG Advanced,Jonathan Berthelot,2017-03-28,2018-03-28,3459.0,Renewed Flat,3459.0
SUB-00365,Y6HNPIIT,Hottechi,GTXPro,Kary Hendrixson,2017-03-07,2018-03-07,4559.0,Contraction,3443.81
SUB-00366,IBKRO1AN,Labdrill,GTXPro,Kary Hendrixson,2017-03-28,2018-03-28,4221.0,Renewed Flat,4221.0
SUB-00367,JN1ZFD18,Domzoom,MG Special,Lajuana Vencill,2017-03-06,2018-03-06,56.0,Renewed Flat,56.0
SUB-00368,ZE7ILYKB,Nam-zim,GTXPro,Markita Hansen,2017-05-03,2018-05-03,5508.0,Expansion,6813.06
SUB-00369,WPGTHV8V,Ron-tech,GTX Basic,Darcel Schlecht,2017-03-19,2018-03-19,657.0,Expansion,854.28
SUB-00370,GWAT8UWK,Scottech,GTX Basic,Lajuana Vencill,2017-03-25,2018-03-25,638.0,Contraction,496.77
SUB-00371,IZD69C5Q,Betatech,MG Special,Marty Freudenburg,2017-06-06,2018-06-06,41.0,Contraction,35.56
SUB-00372,QFU565JJ,Initech,GTX Plus Pro,Rosie Papadopoulos,2017-05-07,2018-05-07,5582.0,Renewed Flat,5582.0
SUB-00373,Z5BCBTAO,Konmatfix,MG Special,Versie Hillebrand,2017-05-20,2018-05-20,60.0,Expansion,75.09
SUB-00374,2KKRRM1G,Y-corporation,GTX Plus Basic,Zane Levy,2017-05-03,2018-05-03,1036.0,Expansion,1309.88
SUB-00375,RLUGVSNV,Funholding,GTX Plus Basic,Darcel Schlecht,2017-05-12,2018-05-12,943.0,Churned,0.0
SUB-00376,ZKSJ1DOK,Kan-code,GTX Basic,Elease Gluck,2017-06-07,2018-06-07,581.0,Expansion,721.84
SUB-00377,RSZC6BMW,Toughzap,GTX Basic,Moses Frase,2017-05-07,2018-05-07,538.0,Renewed Flat,538.0
SUB-00378,O7YNBRX0,Donquadtech,GTX Plus Basic,Reed Clapper,2017-03-28,2018-03-28,1100.0,Renewed Flat,1100.0
SUB-00379,VAH6Y3F6,Hottechi,GTX Plus Basic,Jonathan Berthelot,2017-05-17,2018-05-17,1039.0,Renewed Flat,1039.0
SUB-00380,5HKAT5GS,Umbrella Corporation,GTX Plus Basic,Reed Clapper,2017-05-10,2018-05-10,1076.0,Expansion,1351.88
SUB-00381,TBIW957T,Rundofase,MG Special,Versie Hillebrand,2017-03-16,2018-03-16,53.0,Renewed Flat,53.0
SUB-00382,MSEIIH95,Statholdings,MG Advanced,Versie Hillebrand,2017-03-23,2018-03-23,3046.0,Renewed Flat,3046.0
SUB-00383,CF1CSNPX,Kan-code,GTXPro,Daniell Hammack,2017-03-31,2018-03-28,5140.0,Renewed Flat,5140.0
SUB-00384,NOXNFJ2L,Warephase,GTX Plus Basic,Darcel Schlecht,2017-05-17,2018-05-17,1067.0,Renewed Flat,1067.0
SUB-00385,NN6CSUWT,Zathunicon,GTX Plus Basic,Daniell Hammack,2017-03-21,2018-03-21,1065.0,Renewed Flat,1065.0
SUB-00386,X69POZIN,Lexiqvolax,GTX Basic,Kary Hendrixson,2017-05-06,2018-05-06,481.0,Renewed Flat,481.0
SUB-00387,CPGCT81C,Dalttechnology,GTX Basic,Maureen Marcano,2017-03-06,2018-03-06,499.0,Renewed Flat,499.0
SUB-00388,P13DDOTM,Bioplex,MG Special,Rosie Papadopoulos,2017-03-08,2018-03-08,59.0,Renewed Flat,59.0
SUB-00389,9ZKORPL2,Initech,MG Special,Violet Mclelland,2017-05-09,2018-05-09,45.0,Renewed Flat,45.0
SUB-00390,1ZCOKNNI,Sonron,GTXPro,Zane Levy,2017-05-14,2018-05-14,5743.0,Renewed Flat,5743.0
SUB-00391,BVYMJ6TD,Vehement Capital Partners,GTX Plus Pro,Cassey Cress,2017-05-13,2018-05-13,6117.0,Expansion,6846.57
SUB-00392,VXX8GJGY,The New York Inquirer,GTX Plus Basic,Donn Cantrell,2017-03-19,2018-03-19,1158.0,Renewed Flat,1158.0
SUB-00393,ES9L0DXE,Kinnamplus,MG Special,Garret Kinder,2017-05-22,2018-05-22,59.0,Renewed Flat,59.0
SUB-00394,36PTGLTW,Xx-holding,MG Advanced,Maureen Marcano,2017-03-24,2018-03-24,3106.0,Renewed Flat,3106.0
SUB-00395,6WTNSL1T,Newex,MG Advanced,Rosalina Dieter,2017-03-19,2018-03-19,2982.0,Renewed Flat,2982.0
SUB-00396,PV1DISEC,Hottechi,GTX Plus Pro,Zane Levy,2017-03-16,2018-03-16,6101.0,Renewed Flat,6101.0
SUB-00397,S6BG03TB,Treequote,GTX Plus Pro,Anna Snelling,2017-05-08,2018-05-08,5883.0,Churned,0.0
SUB-00398,2YOW2BI0,Xx-zobam,GTX Plus Pro,Corliss Cosme,2017-05-22,2018-05-22,5051.0,Renewed Flat,5051.0
SUB-00399,IQ9KYZCG,Statholdings,GTX Plus Basic,Darcel Schlecht,2017-05-11,2018-05-11,1155.0,Renewed Flat,1155.0
SUB-00400,C4AFMVFM,Cheers,GTX Plus Pro,James Ascencio,2017-03-06,2018-03-06,5616.0,Churned,0.0
SUB-00401,WK6ERCGR,Golddex,GTX Plus Pro,James Ascencio,2017-06-06,2018-06-06,5116.0,Expansion,6211.41
SUB-00402,64DJ954O,Condax,GTX Plus Basic,Kary Hendrixson,2017-03-30,2018-03-28,1136.0,Renewed Flat,1136.0
SUB-00403,84V18DBW,Finhigh,GTX Plus Basic,Anna Snelling,2017-06-01,2018-06-01,1216.0,Renewed Flat,1216.0
SUB-00404,WFY0S4WW,Hottechi,GTX Plus Basic,Anna Snelling,2017-05-02,2018-05-02,1089.0,Expansion,1476.72
SUB-00405,HA1KXAIS,Condax,MG Advanced,Cassey Cress,2017-06-04,2018-06-04,3908.0,Contraction,2836.06
SUB-00406,SNFW1FD7,Streethex,MG Advanced,Darcel Schlecht,2017-05-07,2018-05-07,3369.0,Expansion,4257.88
SUB-00407,2EOF1QCY,J-Texon,GTX Plus Pro,James Ascencio,2017-05-20,2018-05-20,5259.0,Renewed Flat,5259.0
SUB-00408,QY6HCHDH,Condax,MG Special,Anna Snelling,2017-05-25,2018-05-25,52.0,Renewed Flat,52.0
